Index,Make,Model,City Mpg For Fuel Type1,Co2 Fuel Type1,Cylinders,Drive,Annual Fuel Cost For Fuel Type1,Fuel Type,Transmission,Vehicle Size Class,Year,ATV Type,Electric motor,baseModel,Price,cluster_label
3015,Ford,F150 STX SE 2WD,14,-1,8,Rear-Wheel Drive,3900,Regular,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,F150,"$32,395",1
3016,Chrysler,Sebring AWD,15,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,Sebring,"$29,965",1
3017,Chrysler,Crossfire Roadster,19,-1,6,Rear-Wheel Drive,3400,Premium,Automatic 5-spd,Two Seaters,2008,Petrol,Not Electric,Crossfire,"$41,130",1
3018,Volkswagen,R32,18,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Compact Cars,2008,Petrol,Not Electric,R32,"$33,640",1
3019,Isuzu,i-290 Extended Cab 2WD,18,-1,4,Rear-Wheel Drive,2900,Regular,Automatic 4-spd,Small Pickup Trucks 2WD,2008,Petrol,Not Electric,i-290 Extended Cab,"$19,573",3
3020,BMW,Z4 M Coupe,15,-1,6,Rear-Wheel Drive,4000,Premium,Manual 6-spd,Two Seaters,2008,Petrol,Not Electric,Z4,"$54,020",1
3021,Chrysler,PT Cruiser Convertible,18,-1,4,Front-Wheel Drive,3400,Premium,Automatic 4-spd,Compact Cars,2008,Petrol,Not Electric,PT Cruiser,"$22,055",1
3022,Toyota,Camry Solara,22,-1,4,Front-Wheel Drive,2350,Regular,Automatic (S5),Compact Cars,2008,Petrol,Not Electric,Camry,"$31,555",3
3023,BMW,328cxi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Manual 6-spd,Subcompact Cars,2008,Petrol,Not Electric,3 Series,"$3,995",1
3024,Ford,Focus,24,-1,4,Front-Wheel Drive,2100,Regular,Automatic 4-spd,Compact Cars,2008,Petrol,Not Electric,Focus,"$19,440",1
3025,BMW,X3 3.0si,16,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Manual 6-spd,Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,X3,"$1,380",1
3026,Dodge,Magnum,17,-1,6,Rear-Wheel Drive,2900,Regular,Automatic 5-spd,Sport Utility Vehicle - 2WD,2008,Petrol,Not Electric,Magnum,"$39,755",1
3027,BMW,535xi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Midsize Cars,2008,Petrol,Not Electric,5 Series,"$57,920",1
3028,BMW,535xi Sport Wagon,16,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Automatic (S6),Midsize Station Wagons,2008,Petrol,Not Electric,5 Series,"$8,990",3
3029,Mercedes-Benz,R320 CDI 4matic,18,-1,6,4-Wheel or All-Wheel Drive,3300,Diesel,Automatic 7-spd,Sport Utility Vehicle - 4WD,2008,Diesel,Not Electric,R-Class,"$50,465",3
3030,Chevrolet,Express 1500/2500 2WD,12,-1,8,Rear-Wheel Drive,4150,Gasoline or E85,Automatic 4-spd,"Vans, Passenger Type",2008,FFV,Not Electric,Express Passenger,"$25,825",3
3031,Dodge,Caliber AWD,21,-1,4,4-Wheel or All-Wheel Drive,2650,Regular,Automatic (variable gear ratios),Small Station Wagons,2008,Petrol,Not Electric,Caliber,"$23,635",1
3032,Infiniti,FX45 AWD,13,-1,8,4-Wheel or All-Wheel Drive,5100,Premium,Automatic (S5),Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,FX45,"$2,272 - $7,306",3
3033,GMC,Savana 1500/2500 2WD (Passenger),12,-1,8,Rear-Wheel Drive,4150,Gasoline or E85,Automatic 4-spd,"Vans, Passenger Type",2008,FFV,Not Electric,Savana Passenger,"$34,175",3
3034,Mercedes-Benz,GL320 CDI 4matic,18,-1,6,4-Wheel or All-Wheel Drive,3450,Diesel,Automatic 7-spd,Sport Utility Vehicle - 4WD,2008,Diesel,Not Electric,GL-Class,"$53,775",3
3035,Chevrolet,Classic,18,-1,6,Front-Wheel Drive,2650,Regular,Automatic 4-spd,Midsize Cars,2008,Petrol,Not Electric,Classic,"$20,880",1
3036,Audi,RS4,13,-1,8,4-Wheel or All-Wheel Drive,4800,Premium,Manual 6-spd,Compact Cars,2008,Petrol,Not Electric,RS 4,"$84,775",1
3037,GMC,Savana 15/25 2WD Conversion (cargo),12,-1,8,Rear-Wheel Drive,4150,Regular,Automatic 4-spd,"Vans, Cargo Type",2008,Petrol,Not Electric,Savana Cargo,"$34,175",1
3038,Mazda,B4000 2WD,15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 5-spd,Small Pickup Trucks 2WD,2008,Petrol,Not Electric,B Pickup,"$17,070",3
3039,Mazda,B3000 2WD,16,-1,6,Rear-Wheel Drive,3250,Regular,Manual 5-spd,Small Pickup Trucks 2WD,2008,Petrol,Not Electric,B Pickup,"$17,070",3
3040,Chevrolet,Van 1500/2500 AWD,13,-1,8,4-Wheel or All-Wheel Drive,3900,Regular,Automatic 4-spd,"Vans, Cargo Type",2008,Petrol,Not Electric,Van 1500/2500,"$25,825",1
3041,BMW,X5 3.0si,15,-1,6,4-Wheel or All-Wheel Drive,4000,Premium,Automatic (S6),Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,X5,"$54,370",1
3042,Infiniti,G35x,17,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Automatic (S5),Midsize Cars,2008,Petrol,Not Electric,G35,"$43,415",3
3043,Chevrolet,Express 1500 AWD,12,-1,8,4-Wheel or All-Wheel Drive,4150,Gasoline or E85,Automatic 4-spd,"Vans, Passenger Type",2008,FFV,Not Electric,Express Passenger,"$25,825",3
3044,BMW,335xi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Compact Cars,2008,Petrol,Not Electric,3 Series,"$5,000",1
3045,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,17,-1,6,Front-Wheel Drive,3050,Gasoline or E85,Automatic 4-spd,Minivan - 2WD,2008,FFV,Not Electric,Town and Country/Voyager/Grand Voyager,"$31,660",3
3046,Lincoln,Mark LT 4WD,13,-1,8,4-Wheel or All-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,Mark LT,"$42,365",1
3047,BMW,328xi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Manual 6-spd,Compact Cars,2008,Petrol,Not Electric,3 Series,"$5,886",1
3048,Roush Performance,Stage 3 F150 Super Crew 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,F150,"$55,000",1
3049,Isuzu,i-370 Extended Cab 2WD,16,-1,5,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Small Pickup Trucks 2WD,2008,Petrol,Not Electric,i-370 Extended Cab,"$21,763",3
3050,GMC,Savana 1500/2500 2WD (cargo),15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,"Vans, Cargo Type",2008,Petrol,Not Electric,Savana Cargo,"$24,655",1
3051,Mercedes-Benz,ML320 CDI 4matic,18,-1,6,4-Wheel or All-Wheel Drive,3300,Diesel,Automatic 7-spd,Sport Utility Vehicle - 4WD,2008,Diesel,Not Electric,ML-Class,"$3,990",3
3052,Audi,RS4 Cabriolet,12,-1,8,4-Wheel or All-Wheel Drive,5100,Premium,Manual 6-spd,Subcompact Cars,2008,Petrol,Not Electric,RS 4,"$3,116",1
3053,Mercedes-Benz,CL550,14,-1,8,Rear-Wheel Drive,4200,Premium,Automatic 7-spd,Compact Cars,2008,Petrol,Not Electric,CL-Class,"$197,775",1
3054,"Tecstar, LP",Foose F150 Super Crew 2WD,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,Foose F150,"$40,690",1
3055,Isuzu,Ascender 5-passenger 2WD,14,-1,6,Rear-Wheel Drive,3650,Regular,Automatic 4-spd,Sport Utility Vehicle - 2WD,2008,Petrol,Not Electric,Ascender,"$27,884",1
3056,Chevrolet,Van 15/25 2WD Conversion,12,-1,8,Rear-Wheel Drive,4150,Regular,Automatic 4-spd,"Vans, Cargo Type",2008,Petrol,Not Electric,Van 15/25 Conversion,"$4,450",1
3057,Jaguar,X-Type,16,-1,6,4-Wheel or All-Wheel Drive,4000,Premium,Automatic 5-spd,Compact Cars,2008,Petrol,Not Electric,X-Type,"$40,795",1
3058,"Tecstar, LP",Foose F150 Super Cab 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,Foose F150,"$25,760,",1
3059,"Tecstar, LP",Foose F150 Regular Cab 2WD,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,Foose F150,"$32,395",1
3060,Lexus,RX 400h 4WD,26,-1,6,4-Wheel or All-Wheel Drive,2850,Premium,Automatic (variable gear ratios),Sport Utility Vehicle - 4WD,2008,Hybrid,288V Ni-MH,RX,"$2,457",3
3061,BMW,760li,13,-1,12,Rear-Wheel Drive,4800,Premium,Automatic (S6),Large Cars,2008,Petrol,Not Electric,7 Series,"$126,870",1
3062,BMW,335cxi,16,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Manual 6-spd,Subcompact Cars,2008,Petrol,Not Electric,3 Series,"$5,000",1
3063,BMW,Z4 3.0i,19,-1,6,Rear-Wheel Drive,3250,Premium,Automatic (S6),Two Seaters,2008,Petrol,Not Electric,Z4,"$39,845,",1
3064,Chevrolet,Van 1500 AWD Conversion,12,-1,8,4-Wheel or All-Wheel Drive,4150,Gasoline or E85,Automatic 4-spd,"Vans, Cargo Type",2008,FFV,Not Electric,Van 1500,"$25,825",3
3065,Jaguar,S-Type R,15,-1,8,Rear-Wheel Drive,4200,Premium,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,S-type,"$66,000",1
3066,Chevrolet,Uplander FWD,16,-1,6,Front-Wheel Drive,3050,Gasoline or E85,Automatic 4-spd,Minivan - 2WD,2008,FFV,Not Electric,Uplander,"$26,400",3
3067,Volkswagen,Passat Wagon 4motion,16,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Automatic (S6),Midsize Station Wagons,2008,Petrol,Not Electric,Passat,"$39,780",3
3068,Isuzu,i-370 Crew Cab 4WD,15,-1,5,4-Wheel or All-Wheel Drive,3400,Regular,Automatic 4-spd,Small Pickup Trucks 4WD,2008,Petrol,Not Electric,i-370 Crew Cab,"$26,013",3
3069,BMW,Z4 3.0si,19,-1,6,Rear-Wheel Drive,3250,Premium,Automatic (S6),Two Seaters,2008,Petrol,Not Electric,Z4,"$39,845,",1
3070,Aston Martin,DB9 Volante,11,-1,12,Rear-Wheel Drive,5500,Premium,Automatic (S6),Minicompact Cars,2008,Petrol,Not Electric,DB9,"$10,258",1
3071,Jaguar,S-Type 3.0 Litre,17,-1,6,Rear-Wheel Drive,3600,Premium,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,S-type,"$66,000",1
3072,Roush Performance,Stage 3 F150 Super Crew 2WD,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,F150,"$57,700",1
3073,Isuzu,i-370 Crew Cab 2WD,16,-1,5,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Small Pickup Trucks 2WD,2008,Petrol,Not Electric,i-370 Crew Cab,"$26,013",3
3074,BMW,328xi Sport Wagon,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Small Station Wagons,2008,Petrol,Not Electric,3 Series,"$42,890",1
3075,Mercedes-Benz,R350,15,-1,6,Rear-Wheel Drive,4200,Premium,Automatic 7-spd,Sport Utility Vehicle - 2WD,2008,Petrol,Not Electric,R-Class,"$47,265",1
3076,Chrysler,Pacifica FWD,15,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Sport Utility Vehicle - 2WD,2008,Petrol,Not Electric,Pacifica,"$30,250",1
3077,Audi,S4 Avant,14,-1,8,4-Wheel or All-Wheel Drive,4500,Premium,Automatic (S6),Small Station Wagons,2008,Petrol,Not Electric,S4,"$53,660",1
3078,Aston Martin,DB9 Coupe,10,-1,12,Rear-Wheel Drive,6000,Premium,Manual 6-spd,Minicompact Cars,2008,Petrol,Not Electric,DB9,"$5,000",1
3079,BMW,528xi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Midsize Cars,2008,Petrol,Not Electric,5 Series,"$5,500",1
3080,Volkswagen,Passat 4motion,16,-1,6,4-Wheel or All-Wheel Drive,3750,Premium,Automatic (S6),Midsize Cars,2008,Petrol,Not Electric,Passat,"$38,580",1
3081,Saleen Performance,S331 Family,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,S331 Family,"$8,199",1
3082,Lincoln,Town Car,15,-1,8,Rear-Wheel Drive,3250,Gasoline or E85,Automatic 4-spd,Large Cars,2008,FFV,Not Electric,Town Car,"$51,515",1
3083,Jaguar,S-Type 4.2 Litre,16,-1,8,Rear-Wheel Drive,3750,Premium,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,S-type,"$66,000",1
3084,Dodge,Magnum AWD,15,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 5-spd,Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,Magnum,"$39,755",1
3085,BMW,Z4 M Roadster,15,-1,6,Rear-Wheel Drive,4000,Premium,Manual 6-spd,Two Seaters,2008,Petrol,Not Electric,Z4,"$39,845,",1
3086,Suzuki,Reno,20,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Compact Cars,2008,Petrol,Not Electric,Reno,"$15,324",1
3087,"Tecstar, LP",Foose F150 Super Cab 2WD,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,Foose F150,"$25,760,",1
3088,Saleen Performance,F150 Supercharged,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,F150 Supercharged,"$8,199",1
3089,Roush Performance,Stage 3 F150 Regular Cab 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,F150,"$55,000",1
3090,Lincoln,Mark LT,12,-1,8,Rear-Wheel Drive,4150,Regular,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,Mark LT,"$42,365",1
3091,Mercedes-Benz,G500,12,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 7-spd,Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,G-Class,"$110,675",1
3092,BMW,X5 4.8i,14,-1,8,4-Wheel or All-Wheel Drive,4500,Premium,Automatic (S6),Sport Utility Vehicle - 4WD,2008,Petrol,Not Electric,X5,"$66,170",1
3093,Jaguar,Vdp Lwb,16,-1,8,Rear-Wheel Drive,3750,Premium,Automatic 6-spd,Large Cars,2008,Petrol,Not Electric,Vdp,"$95,250",1
3094,Buick,Terraza FWD,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Minivan - 2WD,2008,Petrol,Not Electric,Terraza,"$31,395",3
3095,Shelby,Mustang GT,15,-1,8,Rear-Wheel Drive,4200,Premium,Manual 5-spd,Two Seaters,2008,Petrol,Not Electric,Mustang GT,"$51,265",1
3096,Ford,F150 STX SE 2WD FFV,14,-1,8,Rear-Wheel Drive,3900,Gasoline or E85,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,FFV,Not Electric,F150,"$32,395",3
3097,Roush Performance,Stage 3 F150 Super Cab 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,F150,"$55,000",1
3098,Ford,Fusion,18,-1,6,Front-Wheel Drive,2750,Regular,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,Fusion,"$21,300",1
3099,Mercedes-Benz,SL55 AMG,12,-1,8,Rear-Wheel Drive,5100,Premium,Automatic (S5),Two Seaters,2008,Petrol,Not Electric,SL-Class,"$3,526",1
3100,Mercedes-Benz,CLK63 AMG,12,-1,8,Rear-Wheel Drive,5100,Premium,Automatic (S7),Subcompact Cars,2008,Petrol,Not Electric,CLK-Class,"$90,750",3
3101,Jaguar,X-Type Sport Brake,16,-1,6,4-Wheel or All-Wheel Drive,4000,Premium,Automatic 5-spd,Midsize Cars,2008,Petrol,Not Electric,X-Type,"$40,795",1
3102,Roush Performance,Stage 3 F150 Regular Cab 2WD,11,-1,8,Rear-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 2WD,2008,Petrol,Not Electric,F150,"$55,000",1
3103,"Tecstar, LP",Foose F150 Super Crew 4WD,11,-1,8,4-Wheel or All-Wheel Drive,5500,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2008,Petrol,Not Electric,Foose F150,"$40,690",1
3104,Jaguar,XJ8,16,-1,8,Rear-Wheel Drive,3750,Premium,Automatic 6-spd,Large Cars,2008,Petrol,Not Electric,XJ,"$95,250",1
3105,Dodge,Avenger AWD,15,-1,6,4-Wheel or All-Wheel Drive,3250,Regular,Automatic 6-spd,Midsize Cars,2008,Petrol,Not Electric,Avenger,"$26,960",1
3106,Lexus,RX 400h 2WD,27,-1,6,Front-Wheel Drive,2850,Premium,Automatic (variable gear ratios),Sport Utility Vehicle - 2WD,2008,Hybrid,288V Ni-MH,RX,"$2,457",3
3107,Suzuki,Aerio,22,-1,4,Front-Wheel Drive,2400,Regular,Manual 5-spd,Compact Cars,2007,Petrol,Not Electric,Aerio,"$16,824",1
3108,Mazda,6 Sport Wagon,17,-1,6,Front-Wheel Drive,2900,Regular,Automatic (S6),Midsize Station Wagons,2007,Petrol,Not Electric,6,"$28,590",3
3109,Spyker,C8 Double 12 Spyder,13,-1,8,Rear-Wheel Drive,3900,Regular,Manual 6-spd,Two Seaters,2007,Petrol,Not Electric,C8,"$257,000",1
3110,Chevrolet,Silverado Classic 1500 4WD,13,-1,8,4-Wheel or All-Wheel Drive,3900,Regular,Automatic 4-spd,Standard Pickup Trucks 4WD,2007,Petrol,Not Electric,Silverado,"$24,540",1
3111,Porsche,Turbo 4 911 Turbo,16,-1,6,4-Wheel or All-Wheel Drive,4000,Premium,Manual 6-spd,Minicompact Cars,2007,Petrol,Not Electric,Turbo 4 911 Turbo,"$86,763",1
3112,Mercedes-Benz,C280,19,-1,6,Rear-Wheel Drive,3250,Premium,Automatic 7-spd,Compact Cars,2007,Petrol,Not Electric,C-Class,"$42,965",1
3113,Mercedes-Benz,C280 4matic,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic 5-spd,Compact Cars,2007,Petrol,Not Electric,C-Class,"$42,965",1
3114,Spyker,C8 Double 12 S,13,-1,8,Rear-Wheel Drive,3900,Regular,Manual 6-spd,Minicompact Cars,2007,Petrol,Not Electric,C8,"$325,560",1
3115,Chrysler,Pacifica 2WD,16,-1,6,Front-Wheel Drive,3250,Regular,Automatic 4-spd,Sport Utility Vehicle - 2WD,2007,Petrol,Not Electric,Pacifica,"$27,980",1
3116,Bentley,Arnage LWB,10,-1,8,Rear-Wheel Drive,6500,Premium,Automatic (S6),Large Cars,2007,Petrol,Not Electric,Arnage,"$36,065",1
3117,Subaru,Legacy Wagon AWD,20,-1,4,4-Wheel or All-Wheel Drive,2550,Regular,Automatic (S4),Midsize Station Wagons,2007,Petrol,Not Electric,Legacy/Outback,"$22,120,",0
3118,Spyker,C8 Laviolette,13,-1,8,Rear-Wheel Drive,3900,Regular,Manual 6-spd,Minicompact Cars,2007,Petrol,Not Electric,C8,"$315,000",1
3119,Aston Martin,V8 Vantage ASM,13,-1,8,Rear-Wheel Drive,4800,Premium,Automatic (S6),Two Seaters,2007,Petrol,Not Electric,Vantage,"$12,163",1
3120,BMW,525i,18,-1,6,Rear-Wheel Drive,3250,Premium,Automatic (S6),Midsize Cars,2007,Petrol,Not Electric,5 Series,"$60,485",1
3121,BMW,530xi Sport Wagon,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Midsize Station Wagons,2007,Petrol,Not Electric,5 Series,"$5,000",1
3122,Ford,Crown Victoria,15,-1,8,Rear-Wheel Drive,3250,Regular,Automatic 4-spd,Large Cars,2007,Petrol,Not Electric,Crown Victoria,"$28,385",1
3123,Chevrolet,Monte Carlo,19,-1,6,Front-Wheel Drive,2650,Regular,Automatic 4-spd,Midsize Cars,2007,Petrol,Not Electric,Monte Carlo,"$28,240",1
3124,Saturn,Ion,23,-1,4,Front-Wheel Drive,2250,Regular,Manual 5-spd,Compact Cars,2007,Petrol,Not Electric,Ion,"$20,420",1
3125,Jeep,Liberty/Cherokee 2WD,16,-1,6,Rear-Wheel Drive,3400,Regular,Manual 6-spd,Sport Utility Vehicle - 2WD,2007,Petrol,Not Electric,Liberty/Cherokee,"$23,460",1
3126,Volvo,S60 R AWD,15,-1,5,4-Wheel or All-Wheel Drive,4000,Premium,Automatic (S6),Compact Cars,2007,Petrol,Not Electric,S60,"$40,930",1
3127,Ferrari,599 GTB,10,-1,12,Rear-Wheel Drive,6000,Premium,Automatic 6-spd,Two Seaters,2007,Petrol,Not Electric,599 GTB,"$260,000",1
3128,Nissan,Frontier V6 2WD,16,-1,6,Rear-Wheel Drive,3400,Regular,Manual 6-spd,Standard Pickup Trucks 2WD,2007,Petrol,Not Electric,Frontier,"$23,550",1
3129,Chevrolet,Optra 5,20,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Compact Cars,2007,Petrol,Not Electric,Optra,"$10,000",1
3130,Pontiac,G6 GT/GTP Convertible,15,-1,6,Front-Wheel Drive,3250,Regular,Automatic (S4),Compact Cars,2007,Petrol,Not Electric,G6,"$25,115",3
3131,Chevrolet,Silverado Classic 1500 2WD,14,-1,8,Rear-Wheel Drive,3650,Regular,Automatic 4-spd,Standard Pickup Trucks 2WD,2007,Petrol,Not Electric,Silverado,"$24,540",1
3132,Mercury,Grand Marquis,15,-1,8,Rear-Wheel Drive,3250,Gasoline or E85,Automatic 4-spd,Large Cars,2007,FFV,Not Electric,Grand Marquis,"$30,320",1
3133,Buick,Rainier AWD,13,-1,8,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,Rainier,"$34,140",1
3134,Saturn,Relay FWD,16,-1,6,Front-Wheel Drive,3050,Regular,Automatic 4-spd,Minivan - 2WD,2007,Petrol,Not Electric,Relay,"$28,625",3
3135,Mazda,B3000,15,-1,6,Rear-Wheel Drive,3400,Regular,Automatic 5-spd,Standard Pickup Trucks 2WD,2007,Petrol,Not Electric,B Pickup,"$20,310",1
3136,GMC,Sierra Classic 1500 AWD,13,-1,8,4-Wheel or All-Wheel Drive,5100,Premium,Automatic 4-spd,Standard Pickup Trucks 4WD,2007,Petrol,Not Electric,Sierra,"$25,040",1
3137,GMC,Sierra Classic 15 Hybrid 2WD,16,-1,8,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Standard Pickup Trucks 2WD,2007,Hybrid,Not Electric,Sierra,"$25,040",1
3138,Aston Martin,DB9 Volante Manual,10,-1,12,Rear-Wheel Drive,6000,Premium,Manual 6-spd,Minicompact Cars,2007,Petrol,Not Electric,DB9,"$55,181",1
3139,GMC,Sierra Classic 1500 2WD,14,-1,8,Rear-Wheel Drive,3650,Gasoline or E85,Automatic 4-spd,Standard Pickup Trucks 2WD,2007,FFV,Not Electric,Sierra,"$25,040",3
3140,Subaru,B9 Tribeca AWD,16,-1,6,4-Wheel or All-Wheel Drive,4000,Premium,Automatic (S5),Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,Tribeca,"$30,620",3
3141,Mercury,Montego AWD,17,-1,6,4-Wheel or All-Wheel Drive,3050,Regular,Automatic (variable gear ratios),Large Cars,2007,Petrol,Not Electric,Montego,"$27,995",1
3142,Lamborghini,Gallardo Coupe SL,11,-1,10,Rear-Wheel Drive,5500,Premium,Manual 6-spd,Two Seaters,2007,Petrol,Not Electric,Gallardo,"$99,950",1
3143,Lamborghini,L-147/148 Murcielago,8,-1,12,4-Wheel or All-Wheel Drive,7150,Premium,Manual 6-spd,Two Seaters,2007,Petrol,Not Electric,Murcielago,"$320,000",1
3144,GMC,Sierra Classic 1500 4WD,14,-1,8,4-Wheel or All-Wheel Drive,3900,Regular,Automatic 4-spd,Standard Pickup Trucks 4WD,2007,Petrol,Not Electric,Sierra,"$25,040",1
3145,BMW,530xi,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Manual 6-spd,Midsize Cars,2007,Petrol,Not Electric,5 Series,"$53,120",1
3146,Chevrolet,Optra Wagon,19,-1,4,Front-Wheel Drive,2650,Regular,Manual 5-spd,Small Station Wagons,2007,Petrol,Not Electric,Optra,"$15,330",1
3147,GMC,Envoy XL 4WD,14,-1,8,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,Envoy,"$33,695",1
3148,GMC,Sierra Classic 15 Hybrid 4WD,15,-1,8,4-Wheel or All-Wheel Drive,3650,Regular,Automatic 4-spd,Standard Pickup Trucks 4WD,2007,Hybrid,Not Electric,Sierra,"$25,040",1
3149,Chevrolet,Silverado Classic 15 Hybrid 2WD,16,-1,8,Rear-Wheel Drive,3400,Regular,Automatic 4-spd,Standard Pickup Trucks 2WD,2007,Hybrid,Not Electric,Silverado,"$24,540",1
3150,Toyota,Highlander Hybrid 2WD,28,-1,6,Front-Wheel Drive,2250,Regular,Automatic (variable gear ratios),Sport Utility Vehicle - 2WD,2007,Hybrid,Not Electric,Highlander,"$36,615",3
3151,Ford,Freestyle AWD,17,-1,6,4-Wheel or All-Wheel Drive,3050,Regular,Automatic (variable gear ratios),Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,Freestyle,"$26,245",1
3152,BMW,X3 3.0i,17,-1,6,4-Wheel or All-Wheel Drive,3600,Premium,Automatic (S6),Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,X3,"$41,145",1
3153,Mercedes-Benz,R500 4matic,12,-1,8,4-Wheel or All-Wheel Drive,5100,Premium,Automatic 7-spd,Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,R-Class,"$51,275",1
3154,Mercedes-Benz,ML500 4matic,13,-1,8,4-Wheel or All-Wheel Drive,5100,Premium,Automatic 7-spd,Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,ML-Class,"$4,613",1
3155,Ford,Freestar Cargo Van FWD,15,-1,6,Front-Wheel Drive,3400,Regular,Automatic 4-spd,Minivan - 2WD,2007,Petrol,Not Electric,Freestar,"$20,480",3
3156,Jeep,Liberty/Cherokee 4WD,15,-1,6,4-Wheel or All-Wheel Drive,3400,Regular,Automatic 4-spd,Sport Utility Vehicle - 4WD,2007,Petrol,Not Electric,Liberty/Cherokee,"$23,460",1
3157,Chevrolet,Optra,20,-1,4,Front-Wheel Drive,2550,Regular,Manual 5-spd,Compact Cars,2007,Petrol,Not Electric,Optra,"$10,000",1
3158,Maserati,Quattroporte/QP Sport GT,12,-1,8,Rear-Wheel Drive,5100,Premium,Automatic 6-spd,Large Cars,2007,Petrol,Not Electric,Quattroporte,"$122,450",1
